State,Sex,Age group,COVID-19 Deaths,Pneumonia and COVID-19 Deaths
Nevada,Unknown,0-17 years,0,0
Nevada,Unknown,1-4 years,0,0
Nevada,Unknown,5-14 years,0,0
Nevada,Unknown,15-24 years,0,0
Nevada,Unknown,18-29 years,0,0
Nevada,Unknown,25-34 years,0,0
Nevada,Unknown,30-49 years,0,0
Nevada,Unknown,35-44 years,0,0
Nevada,Unknown,45-54 years,0,0
Nevada,Unknown,50-64 years,0,0
Nevada,Unknown,55-64 years,0,0
Nevada,Unknown,65-74 years,0,0
Nevada,Unknown,75-84 years,0,0
Nevada,Unknown,85 years and over,0,0
New Hampshire,All Sexes,All Ages,452,122
New Hampshire,Male,All Ages,221,76
New Hampshire,Male,Under 1 year,0,0
New Hampshire,Male,0-17 years,0,0
New Hampshire,Male,1-4 years,0,0
New Hampshire,Male,5-14 years,0,0
New Hampshire,Male,15-24 years,0,0
New Hampshire,Male,18-29 years,0,0
New Hampshire,Male,25-34 years,0,0
New Hampshire,Male,30-49 years,0,0
New Hampshire,Male,35-44 years,0,0
New Hampshire,Male,45-54 years,10,0
New Hampshire,Male,50-64 years,20,0
New Hampshire,Male,55-64 years,14,0
New Hampshire,Male,65-74 years,37,17
New Hampshire,Male,75-84 years,71,27
New Hampshire,Male,85 years and over,87,24
New Hampshire,Female,All Ages,231,46
New Hampshire,Female,Under 1 year,0,0
New Hampshire,Female,0-17 years,0,0
New Hampshire,Female,1-4 years,0,0
New Hampshire,Female,5-14 years,0,0
New Hampshire,Female,15-24 years,0,0
New Hampshire,Female,18-29 years,0,0
New Hampshire,Female,25-34 years,0,0
New Hampshire,Female,30-49 years,0,0
New Hampshire,Female,35-44 years,0,0
New Hampshire,Female,45-54 years,0,0
New Hampshire,Female,50-64 years,0,0
New Hampshire,Female,55-64 years,0,0
New Hampshire,Female,65-74 years,29,10
New Hampshire,Female,75-84 years,59,13
New Hampshire,Female,85 years and over,138,22
New Hampshire,Unknown,All Ages,0,0
New Hampshire,Unknown,Under 1 year,0,0
New Hampshire,Unknown,0-17 years,0,0
New Hampshire,Unknown,1-4 years,0,0
New Hampshire,Unknown,5-14 years,0,0
New Hampshire,Unknown,15-24 years,0,0
New Hampshire,Unknown,18-29 years,0,0
New Hampshire,Unknown,25-34 years,0,0
New Hampshire,Unknown,30-49 years,0,0
New Hampshire,Unknown,35-44 years,0,0
New Hampshire,Unknown,45-54 years,0,0
New Hampshire,Unknown,50-64 years,0,0
New Hampshire,Unknown,55-64 years,0,0
New Hampshire,Unknown,65-74 years,0,0
New Hampshire,Unknown,75-84 years,0,0
New Hampshire,Unknown,85 years and over,0,0
New Jersey,All Sexes,All Ages,14511,6986
New Jersey,Male,All Ages,7746,3879
New Jersey,Male,Under 1 year,0,0
New Jersey,Male,0-17 years,0,0
New Jersey,Male,1-4 years,0,0
New Jersey,Male,5-14 years,0,0
New Jersey,Male,15-24 years,13,0
New Jersey,Male,18-29 years,40,12
New Jersey,Male,25-34 years,77,36
New Jersey,Male,30-49 years,483,223
New Jersey,Male,35-44 years,204,93
New Jersey,Male,45-54 years,579,273
New Jersey,Male,50-64 years,1634,828
New Jersey,Male,55-64 years,1284,660
New Jersey,Male,65-74 years,1777,904
New Jersey,Male,75-84 years,1991,1026
New Jersey,Male,85 years and over,1821,886
New Jersey,Female,All Ages,6764,3106
New Jersey,Female,Under 1 year,0,0
New Jersey,Female,0-17 years,0,0
New Jersey,Female,1-4 years,0,0
New Jersey,Female,5-14 years,0,0
New Jersey,Female,15-24 years,0,0
New Jersey,Female,18-29 years,17,0
New Jersey,Female,25-34 years,36,15
New Jersey,Female,30-49 years,154,69
New Jersey,Female,35-44 years,69,33
New Jersey,Female,45-54 years,191,89
New Jersey,Female,50-64 years,713,350
New Jersey,Female,55-64 years,585,289
New Jersey,Female,65-74 years,1039,512
New Jersey,Female,75-84 years,1774,873
New Jersey,Female,85 years and over,3066,1294
New Jersey,Unknown,All Ages,0,0
New Jersey,Unknown,Under 1 year,0,0
New Jersey,Unknown,0-17 years,0,0
New Jersey,Unknown,1-4 years,0,0
New Jersey,Unknown,5-14 years,0,0
New Jersey,Unknown,15-24 years,0,0
New Jersey,Unknown,18-29 years,0,0
New Jersey,Unknown,25-34 years,0,0
New Jersey,Unknown,30-49 years,0,0
New Jersey,Unknown,35-44 years,0,0
New Jersey,Unknown,45-54 years,0,0
New Jersey,Unknown,50-64 years,0,0
New Jersey,Unknown,55-64 years,0,0
New Jersey,Unknown,65-74 years,0,0
New Jersey,Unknown,75-84 years,0,0
New Jersey,Unknown,85 years and over,0,0
New Mexico,All Sexes,All Ages,854,387
New Mexico,Male,All Ages,453,211
New Mexico,Male,Under 1 year,0,0
New Mexico,Male,0-17 years,0,0
New Mexico,Male,1-4 years,0,0
New Mexico,Male,5-14 years,0,0
New Mexico,Male,15-24 years,0,0
New Mexico,Male,18-29 years,0,0
New Mexico,Male,25-34 years,22,13
New Mexico,Male,30-49 years,53,31
New Mexico,Male,35-44 years,24,15
New Mexico,Male,45-54 years,38,20
New Mexico,Male,50-64 years,104,57
New Mexico,Male,55-64 years,79,43
New Mexico,Male,65-74 years,105,48
New Mexico,Male,75-84 years,84,37
New Mexico,Male,85 years and over,100,34
New Mexico,Female,All Ages,401,176
New Mexico,Female,Under 1 year,0,0
New Mexico,Female,0-17 years,0,0
New Mexico,Female,1-4 years,0,0
New Mexico,Female,5-14 years,0,0
New Mexico,Female,15-24 years,0,0
New Mexico,Female,18-29 years,0,0
New Mexico,Female,25-34 years,0,0
New Mexico,Female,30-49 years,24,12
New Mexico,Female,35-44 years,16,0
New Mexico,Female,45-54 years,23,14
New Mexico,Female,50-64 years,69,40
New Mexico,Female,55-64 years,49,27
New Mexico,Female,65-74 years,71,41
New Mexico,Female,75-84 years,113,49
New Mexico,Female,85 years and over,123,34
New Mexico,Unknown,All Ages,0,0
New Mexico,Unknown,Under 1 year,0,0
New Mexico,Unknown,0-17 years,0,0
New Mexico,Unknown,1-4 years,0,0
New Mexico,Unknown,5-14 years,0,0
New Mexico,Unknown,15-24 years,0,0
New Mexico,Unknown,18-29 years,0,0
New Mexico,Unknown,25-34 years,0,0
New Mexico,Unknown,30-49 years,0,0
New Mexico,Unknown,35-44 years,0,0
New Mexico,Unknown,45-54 years,0,0
New Mexico,Unknown,50-64 years,0,0
New Mexico,Unknown,55-64 years,0,0
New Mexico,Unknown,65-74 years,0,0
New Mexico,Unknown,75-84 years,0,0
New Mexico,Unknown,85 years and over,0,0
New York,All Sexes,All Ages,11847,5666
New York,Male,All Ages,6250,3096
New York,Male,Under 1 year,0,0
New York,Male,0-17 years,0,0
New York,Male,1-4 years,0,0
New York,Male,5-14 years,0,0
New York,Male,15-24 years,11,0
New York,Male,18-29 years,29,12
New York,Male,25-34 years,49,23
New York,Male,30-49 years,309,146
New York,Male,35-44 years,131,53
New York,Male,45-54 years,386,201
New York,Male,50-64 years,1175,587
New York,Male,55-64 years,936,462
New York,Male,65-74 years,1511,748
New York,Male,75-84 years,1652,830
New York,Male,85 years and over,1572,772
New York,Female,All Ages,5597,2570
New York,Female,Under 1 year,0,0
New York,Female,0-17 years,0,0
New York,Female,1-4 years,0,0
New York,Female,5-14 years,0,0
New York,Female,15-24 years,0,0
New York,Female,18-29 years,0,0
New York,Female,25-34 years,19,10
New York,Female,30-49 years,117,58
New York,Female,35-44 years,53,29
New York,Female,45-54 years,138,64
New York,Female,50-64 years,538,278
New York,Female,55-64 years,453,237
New York,Female,65-74 years,858,431
New York,Female,75-84 years,1386,668
New York,Female,85 years and over,2688,1131
New York,Unknown,All Ages,0,0
New York,Unknown,Under 1 year,0,0
New York,Unknown,0-17 years,0,0
New York,Unknown,1-4 years,0,0
New York,Unknown,5-14 years,0,0
New York,Unknown,15-24 years,0,0
New York,Unknown,18-29 years,0,0
New York,Unknown,25-34 years,0,0
New York,Unknown,30-49 years,0,0
New York,Unknown,35-44 years,0,0
New York,Unknown,45-54 years,0,0
New York,Unknown,50-64 years,0,0
New York,Unknown,55-64 years,0,0
New York,Unknown,65-74 years,0,0
New York,Unknown,75-84 years,0,0
New York,Unknown,85 years and over,0,0
New York City,All Sexes,All Ages,20867,8001
New York City,Male,All Ages,12368,4722
New York City,Male,Under 1 year,0,0
New York City,Male,0-17 years,0,0
New York City,Male,1-4 years,0,0
New York City,Male,5-14 years,0,0
New York City,Male,15-24 years,23,0
New York City,Male,18-29 years,63,15
New York City,Male,25-34 years,116,42
New York City,Male,30-49 years,867,294
New York City,Male,35-44 years,405,126
New York City,Male,45-54 years,1000,362
New York City,Male,50-64 years,2861,1058
New York City,Male,55-64 years,2247,830
New York City,Male,65-74 years,3294,1269
New York City,Male,75-84 years,3141,1249
New York City,Male,85 years and over,2134,836
New York City,Female,All Ages,8498,3279
New York City,Female,Under 1 year,0,0
New York City,Female,0-17 years,0,0
New York City,Female,1-4 years,0,0
New York City,Female,5-14 years,0,0
New York City,Female,15-24 years,10,0
New York City,Female,18-29 years,27,0
New York City,Female,25-34 years,57,16
New York City,Female,30-49 years,307,94
New York City,Female,35-44 years,117,36
New York City,Female,45-54 years,399,143
New York City,Female,50-64 years,1309,521
New York City,Female,55-64 years,1062,426
New York City,Female,65-74 years,1773,692
New York City,Female,75-84 years,2311,929
New York City,Female,85 years and over,2765,1032
New York City,Unknown,All Ages,0,0
New York City,Unknown,Under 1 year,0,0
New York City,Unknown,0-17 years,0,0
New York City,Unknown,1-4 years,0,0
New York City,Unknown,5-14 years,0,0
New York City,Unknown,15-24 years,0,0
New York City,Unknown,18-29 years,0,0
New York City,Unknown,25-34 years,0,0
New York City,Unknown,30-49 years,0,0
New York City,Unknown,35-44 years,0,0
New York City,Unknown,45-54 years,0,0
New York City,Unknown,50-64 years,0,0
New York City,Unknown,55-64 years,0,0
New York City,Unknown,65-74 years,0,0
New York City,Unknown,75-84 years,0,0
New York City,Unknown,85 years and over,0,0
North Carolina,All Sexes,All Ages,2731,1082
North Carolina,Male,All Ages,1423,597
North Carolina,Male,Under 1 year,0,0
North Carolina,Male,0-17 years,0,0
North Carolina,Male,1-4 years,0,0
North Carolina,Male,5-14 years,0,0
North Carolina,Male,15-24 years,0,0
North Carolina,Male,18-29 years,0,0
North Carolina,Male,25-34 years,14,0
North Carolina,Male,30-49 years,94,35
North Carolina,Male,35-44 years,44,15
North Carolina,Male,45-54 years,105,41
North Carolina,Male,50-64 years,270,118
North Carolina,Male,55-64 years,205,93
North Carolina,Male,65-74 years,347,140
North Carolina,Male,75-84 years,392,160
North Carolina,Male,85 years and over,313,142
North Carolina,Female,All Ages,1308,485
North Carolina,Female,Under 1 year,0,0
North Carolina,Female,0-17 years,0,0
North Carolina,Female,1-4 years,0,0
North Carolina,Female,5-14 years,0,0
North Carolina,Female,15-24 years,0,0
North Carolina,Female,18-29 years,0,0
North Carolina,Female,25-34 years,0,0
North Carolina,Female,30-49 years,41,16
North Carolina,Female,35-44 years,15,0
North Carolina,Female,45-54 years,56,25
North Carolina,Female,50-64 years,152,63
North Carolina,Female,55-64 years,116,45
North Carolina,Female,65-74 years,273,123
North Carolina,Female,75-84 years,337,120
North Carolina,Female,85 years and over,501,162
North Carolina,Unknown,All Ages,0,0
North Carolina,Unknown,Under 1 year,0,0
North Carolina,Unknown,0-17 years,0,0
North Carolina,Unknown,1-4 years,0,0
North Carolina,Unknown,5-14 years,0,0
North Carolina,Unknown,15-24 years,0,0
North Carolina,Unknown,18-29 years,0,0
North Carolina,Unknown,25-34 years,0,0
North Carolina,Unknown,30-49 years,0,0
North Carolina,Unknown,35-44 years,0,0
North Carolina,Unknown,45-54 years,0,0
North Carolina,Unknown,50-64 years,0,0
North Carolina,Unknown,55-64 years,0,0
North Carolina,Unknown,65-74 years,0,0
North Carolina,Unknown,75-84 years,0,0
North Carolina,Unknown,85 years and over,0,0
North Dakota,All Sexes,All Ages,375,172
North Dakota,Male,All Ages,201,102
North Dakota,Male,Under 1 year,0,0
North Dakota,Male,0-17 years,0,0
North Dakota,Male,1-4 years,0,0
North Dakota,Male,5-14 years,0,0
North Dakota,Male,15-24 years,0,0
North Dakota,Male,18-29 years,0,0
North Dakota,Male,25-34 years,0,0
North Dakota,Male,30-49 years,10,0
North Dakota,Male,35-44 years,0,0
North Dakota,Male,45-54 years,0,0
North Dakota,Male,50-64 years,31,20
North Dakota,Male,55-64 years,24,15
North Dakota,Male,65-74 years,35,17
North Dakota,Male,75-84 years,46,23
North Dakota,Male,85 years and over,79,35
North Dakota,Female,All Ages,174,70
North Dakota,Female,Under 1 year,0,0
North Dakota,Female,0-17 years,0,0
North Dakota,Female,1-4 years,0,0
North Dakota,Female,5-14 years,0,0
North Dakota,Female,15-24 years,0,0
North Dakota,Female,18-29 years,0,0
North Dakota,Female,25-34 years,0,0
North Dakota,Female,30-49 years,0,0
North Dakota,Female,35-44 years,0,0
North Dakota,Female,45-54 years,0,0
North Dakota,Female,50-64 years,12,0
North Dakota,Female,55-64 years,10,0
North Dakota,Female,65-74 years,20,12
North Dakota,Female,75-84 years,51,23
North Dakota,Female,85 years and over,87,28
North Dakota,Unknown,All Ages,0,0
North Dakota,Unknown,Under 1 year,0,0
North Dakota,Unknown,0-17 years,0,0
North Dakota,Unknown,1-4 years,0,0
North Dakota,Unknown,5-14 years,0,0
North Dakota,Unknown,15-24 years,0,0
North Dakota,Unknown,18-29 years,0,0
North Dakota,Unknown,25-34 years,0,0
North Dakota,Unknown,30-49 years,0,0
North Dakota,Unknown,35-44 years,0,0
North Dakota,Unknown,45-54 years,0,0
North Dakota,Unknown,50-64 years,0,0
North Dakota,Unknown,55-64 years,0,0
North Dakota,Unknown,65-74 years,0,0
North Dakota,Unknown,75-84 years,0,0
North Dakota,Unknown,85 years and over,0,0
Ohio,All Sexes,All Ages,4890,2096
Ohio,Male,All Ages,2524,1137
Ohio,Male,Under 1 year,0,0
Ohio,Male,0-17 years,0,0
Ohio,Male,1-4 years,0,0
Ohio,Male,5-14 years,0,0
Ohio,Male,15-24 years,0,0
Ohio,Male,18-29 years,0,0
Ohio,Male,25-34 years,10,0
Ohio,Male,30-49 years,69,31
Ohio,Male,35-44 years,34,12
Ohio,Male,45-54 years,90,47
Ohio,Male,50-64 years,365,168
Ohio,Male,55-64 years,303,137
Ohio,Male,65-74 years,628,289
Ohio,Male,75-84 years,742,354
Ohio,Male,85 years and over,716,294
Ohio,Female,All Ages,2366,959
Ohio,Female,Under 1 year,0,0
Ohio,Female,0-17 years,0,0
Ohio,Female,1-4 years,0,0
Ohio,Female,5-14 years,0,0
Ohio,Female,15-24 years,0,0
Ohio,Female,18-29 years,0,0
Ohio,Female,25-34 years,0,0
Ohio,Female,30-49 years,35,10
Ohio,Female,35-44 years,15,0
Ohio,Female,45-54 years,43,17
Ohio,Female,50-64 years,190,96
Ohio,Female,55-64 years,161,82
Ohio,Female,65-74 years,364,159
Ohio,Female,75-84 years,702,278
Ohio,Female,85 years and over,1067,413
Ohio,Unknown,All Ages,0,0
Ohio,Unknown,Under 1 year,0,0
Ohio,Unknown,0-17 years,0,0
Ohio,Unknown,1-4 years,0,0
Ohio,Unknown,5-14 years,0,0
Ohio,Unknown,15-24 years,0,0
Ohio,Unknown,18-29 years,0,0
Ohio,Unknown,25-34 years,0,0
Ohio,Unknown,30-49 years,0,0
Ohio,Unknown,35-44 years,0,0
Ohio,Unknown,45-54 years,0,0
Ohio,Unknown,50-64 years,0,0
Ohio,Unknown,55-64 years,0,0
Ohio,Unknown,65-74 years,0,0
Ohio,Unknown,75-84 years,0,0
Ohio,Unknown,85 years and over,0,0
Oklahoma,All Sexes,All Ages,1418,547
Oklahoma,Male,All Ages,778,317
Oklahoma,Male,Under 1 year,0,0
Oklahoma,Male,0-17 years,0,0
Oklahoma,Male,1-4 years,0,0
Oklahoma,Male,5-14 years,0,0
Oklahoma,Male,15-24 years,0,0
Oklahoma,Male,18-29 years,0,0
Oklahoma,Male,25-34 years,0,0
Oklahoma,Male,30-49 years,30,14
Oklahoma,Male,35-44 years,10,0
Oklahoma,Male,45-54 years,34,13
Oklahoma,Male,50-64 years,129,44
Oklahoma,Male,55-64 years,111,37
Oklahoma,Male,65-74 years,197,77
Oklahoma,Male,75-84 years,222,91
Oklahoma,Male,85 years and over,192,90
Oklahoma,Female,All Ages,640,230
Oklahoma,Female,Under 1 year,0,0
Oklahoma,Female,0-17 years,0,0
Oklahoma,Female,1-4 years,0,0
Oklahoma,Female,5-14 years,0,0
Oklahoma,Female,15-24 years,0,0
Oklahoma,Female,18-29 years,0,0
Oklahoma,Female,25-34 years,0,0
Oklahoma,Female,30-49 years,31,0
Oklahoma,Female,35-44 years,13,0
Oklahoma,Female,45-54 years,27,0
Oklahoma,Female,50-64 years,77,31
Oklahoma,Female,55-64 years,62,26
Oklahoma,Female,65-74 years,157,59
Oklahoma,Female,75-84 years,166,66
Oklahoma,Female,85 years and over,207,64
Oklahoma,Unknown,All Ages,0,0
Oklahoma,Unknown,Under 1 year,0,0
Oklahoma,Unknown,0-17 years,0,0
Oklahoma,Unknown,1-4 years,0,0
Oklahoma,Unknown,5-14 years,0,0
Oklahoma,Unknown,15-24 years,0,0
Oklahoma,Unknown,18-29 years,0,0
Oklahoma,Unknown,25-34 years,0,0
Oklahoma,Unknown,30-49 years,0,0
Oklahoma,Unknown,35-44 years,0,0
Oklahoma,Unknown,45-54 years,0,0
Oklahoma,Unknown,50-64 years,0,0
Oklahoma,Unknown,55-64 years,0,0
Oklahoma,Unknown,65-74 years,0,0
Oklahoma,Unknown,75-84 years,0,0
Oklahoma,Unknown,85 years and over,0,0
Oregon,All Sexes,All Ages,596,196
Oregon,Male,All Ages,330,119
Oregon,Male,Under 1 year,0,0
Oregon,Male,0-17 years,0,0
Oregon,Male,1-4 years,0,0
Oregon,Male,5-14 years,0,0
Oregon,Male,15-24 years,0,0
Oregon,Male,18-29 years,0,0
Oregon,Male,25-34 years,0,0
Oregon,Male,30-49 years,13,0
Oregon,Male,35-44 years,0,0
Oregon,Male,45-54 years,19,0
Oregon,Male,50-64 years,60,19
Oregon,Male,55-64 years,45,12
Oregon,Male,65-74 years,73,31
Oregon,Male,75-84 years,96,35
Oregon,Male,85 years and over,88,28
Oregon,Female,All Ages,266,77
Oregon,Female,Under 1 year,0,0
Oregon,Female,0-17 years,0,0
Oregon,Female,1-4 years,0,0
Oregon,Female,5-14 years,0,0
Oregon,Female,15-24 years,0,0
Oregon,Female,18-29 years,0,0
Oregon,Female,25-34 years,0,0
Oregon,Female,30-49 years,0,0
Oregon,Female,35-44 years,0,0
Oregon,Female,45-54 years,0,0
Oregon,Female,50-64 years,24,0
Oregon,Female,55-64 years,21,0
Oregon,Female,65-74 years,42,23
Oregon,Female,75-84 years,65,20
Oregon,Female,85 years and over,129,25
Oregon,Unknown,All Ages,0,0
Oregon,Unknown,Under 1 year,0,0
Oregon,Unknown,0-17 years,0,0
Oregon,Unknown,1-4 years,0,0
Oregon,Unknown,5-14 years,0,0
Oregon,Unknown,15-24 years,0,0
Oregon,Unknown,18-29 years,0,0
Oregon,Unknown,25-34 years,0,0
Oregon,Unknown,30-49 years,0,0
Oregon,Unknown,35-44 years,0,0
Oregon,Unknown,45-54 years,0,0
Oregon,Unknown,50-64 years,0,0
Oregon,Unknown,55-64 years,0,0
Oregon,Unknown,65-74 years,0,0
Oregon,Unknown,75-84 years,0,0
Oregon,Unknown,85 years and over,0,0
Pennsylvania,All Sexes,All Ages,8865,3172
Pennsylvania,Male,All Ages,4328,1686
Pennsylvania,Male,Under 1 year,0,0
Pennsylvania,Male,0-17 years,0,0
Pennsylvania,Male,1-4 years,0,0
Pennsylvania,Male,5-14 years,0,0
Pennsylvania,Male,15-24 years,11,0
Pennsylvania,Male,18-29 years,17,0
Pennsylvania,Male,25-34 years,22,0
Pennsylvania,Male,30-49 years,130,57
Pennsylvania,Male,35-44 years,51,22
Pennsylvania,Male,45-54 years,184,77
Pennsylvania,Male,50-64 years,622,263
Pennsylvania,Male,55-64 years,503,215
Pennsylvania,Male,65-74 years,934,378
Pennsylvania,Male,75-84 years,1252,499
Pennsylvania,Male,85 years and over,1371,484
Pennsylvania,Female,All Ages,4537,1486
Pennsylvania,Female,Under 1 year,0,0
Pennsylvania,Female,0-17 years,0,0
Pennsylvania,Female,1-4 years,0,0
Pennsylvania,Female,5-14 years,0,0
Pennsylvania,Female,15-24 years,0,0
Pennsylvania,Female,18-29 years,0,0
Pennsylvania,Female,25-34 years,0,0
Pennsylvania,Female,30-49 years,61,29
Pennsylvania,Female,35-44 years,22,12
Pennsylvania,Female,45-54 years,90,39
Pennsylvania,Female,50-64 years,333,133
Pennsylvania,Female,55-64 years,280,111
Pennsylvania,Female,65-74 years,653,264
Pennsylvania,Female,75-84 years,1058,397
Pennsylvania,Female,85 years and over,2427,661
Pennsylvania,Unknown,All Ages,0,0
Pennsylvania,Unknown,Under 1 year,0,0
Pennsylvania,Unknown,0-17 years,0,0
Pennsylvania,Unknown,1-4 years,0,0
Pennsylvania,Unknown,5-14 years,0,0
Pennsylvania,Unknown,15-24 years,0,0
Pennsylvania,Unknown,18-29 years,0,0
Pennsylvania,Unknown,25-34 years,0,0
Pennsylvania,Unknown,30-49 years,0,0
Pennsylvania,Unknown,35-44 years,0,0
Pennsylvania,Unknown,45-54 years,0,0
Pennsylvania,Unknown,50-64 years,0,0
Pennsylvania,Unknown,55-64 years,0,0
Pennsylvania,Unknown,65-74 years,0,0
Pennsylvania,Unknown,75-84 years,0,0
Pennsylvania,Unknown,85 years and over,0,0
Rhode Island,All Sexes,All Ages,1124,440
Rhode Island,Male,All Ages,514,204
Rhode Island,Male,Under 1 year,0,0
Rhode Island,Male,0-17 years,0,0
Rhode Island,Male,1-4 years,0,0
Rhode Island,Male,5-14 years,0,0
Rhode Island,Male,15-24 years,0,0
Rhode Island,Male,18-29 years,0,0
Rhode Island,Male,25-34 years,0,0
Rhode Island,Male,30-49 years,16,0
Rhode Island,Male,35-44 years,10,0
Rhode Island,Male,45-54 years,11,0
Rhode Island,Male,50-64 years,64,26
Rhode Island,Male,55-64 years,58,23
Rhode Island,Male,65-74 years,118,57
Rhode Island,Male,75-84 years,147,58
Rhode Island,Male,85 years and over,168,59
Rhode Island,Female,All Ages,610,236
Rhode Island,Female,Under 1 year,0,0
Rhode Island,Female,0-17 years,0,0
Rhode Island,Female,1-4 years,0,0
Rhode Island,Female,5-14 years,0,0
Rhode Island,Female,15-24 years,0,0
Rhode Island,Female,18-29 years,0,0
Rhode Island,Female,25-34 years,0,0
Rhode Island,Female,30-49 years,0,0
Rhode Island,Female,35-44 years,0,0
Rhode Island,Female,45-54 years,0,0
Rhode Island,Female,50-64 years,27,16
Rhode Island,Female,55-64 years,23,13
Rhode Island,Female,65-74 years,86,45
Rhode Island,Female,75-84 years,142,61
Rhode Island,Female,85 years and over,347,111
Rhode Island,Unknown,All Ages,0,0
Rhode Island,Unknown,Under 1 year,0,0
Rhode Island,Unknown,0-17 years,0,0
Rhode Island,Unknown,1-4 years,0,0
Rhode Island,Unknown,5-14 years,0,0
Rhode Island,Unknown,15-24 years,0,0
Rhode Island,Unknown,18-29 years,0,0
Rhode Island,Unknown,25-34 years,0,0
Rhode Island,Unknown,30-49 years,0,0
Rhode Island,Unknown,35-44 years,0,0
Rhode Island,Unknown,45-54 years,0,0
Rhode Island,Unknown,50-64 years,0,0
Rhode Island,Unknown,55-64 years,0,0
Rhode Island,Unknown,65-74 years,0,0
Rhode Island,Unknown,75-84 years,0,0
Rhode Island,Unknown,85 years and over,0,0
South Carolina,All Sexes,All Ages,3620,1550
South Carolina,Male,All Ages,1835,789
South Carolina,Male,Under 1 year,0,0
South Carolina,Male,0-17 years,0,0
South Carolina,Male,1-4 years,0,0
South Carolina,Male,5-14 years,0,0
South Carolina,Male,15-24 years,0,0
South Carolina,Male,18-29 years,10,0
South Carolina,Male,25-34 years,14,0
South Carolina,Male,30-49 years,96,38
South Carolina,Male,35-44 years,45,17
South Carolina,Male,45-54 years,86,31
South Carolina,Male,50-64 years,290,121
South Carolina,Male,55-64 years,247,107
South Carolina,Male,65-74 years,461,209
South Carolina,Male,75-84 years,609,257
South Carolina,Male,85 years and over,368,158
South Carolina,Female,All Ages,1785,761
South Carolina,Female,Under 1 year,0,0
South Carolina,Female,0-17 years,0,0
South Carolina,Female,1-4 years,0,0
South Carolina,Female,5-14 years,0,0
South Carolina,Female,15-24 years,0,0
South Carolina,Female,18-29 years,0,0
South Carolina,Female,25-34 years,0,0
South Carolina,Female,30-49 years,38,13
South Carolina,Female,35-44 years,18,0
South Carolina,Female,45-54 years,54,21
South Carolina,Female,50-64 years,246,111
South Carolina,Female,55-64 years,211,95
South Carolina,Female,65-74 years,407,191
South Carolina,Female,75-84 years,487,210
South Carolina,Female,85 years and over,599,230
South Carolina,Unknown,All Ages,0,0
South Carolina,Unknown,Under 1 year,0,0
South Carolina,Unknown,0-17 years,0,0
South Carolina,Unknown,1-4 years,0,0
South Carolina,Unknown,5-14 years,0,0
South Carolina,Unknown,15-24 years,0,0
South Carolina,Unknown,18-29 years,0,0
South Carolina,Unknown,25-34 years,0,0
South Carolina,Unknown,30-49 years,0,0
South Carolina,Unknown,35-44 years,0,0
South Carolina,Unknown,45-54 years,0,0
South Carolina,Unknown,50-64 years,0,0
South Carolina,Unknown,55-64 years,0,0
South Carolina,Unknown,65-74 years,0,0
South Carolina,Unknown,75-84 years,0,0
South Carolina,Unknown,85 years and over,0,0
South Dakota,All Sexes,All Ages,376,172
South Dakota,Male,All Ages,211,109
South Dakota,Male,Under 1 year,0,0
South Dakota,Male,0-17 years,0,0
South Dakota,Male,1-4 years,0,0
South Dakota,Male,5-14 years,0,0
South Dakota,Male,15-24 years,0,0
South Dakota,Male,18-29 years,0,0
South Dakota,Male,25-34 years,0,0
South Dakota,Male,30-49 years,16,0
South Dakota,Male,35-44 years,0,0
South Dakota,Male,45-54 years,14,0
South Dakota,Male,50-64 years,37,21
South Dakota,Male,55-64 years,29,16
South Dakota,Male,65-74 years,36,19
South Dakota,Male,75-84 years,55,27
South Dakota,Male,85 years and over,66,32
South Dakota,Female,All Ages,165,63
South Dakota,Female,Under 1 year,0,0
South Dakota,Female,0-17 years,0,0
South Dakota,Female,1-4 years,0,0
South Dakota,Female,5-14 years,0,0
South Dakota,Female,15-24 years,0,0
South Dakota,Female,18-29 years,0,0
South Dakota,Female,25-34 years,0,0
South Dakota,Female,30-49 years,0,0
South Dakota,Female,35-44 years,0,0
South Dakota,Female,45-54 years,0,0
South Dakota,Female,50-64 years,19,12
South Dakota,Female,55-64 years,15,11
South Dakota,Female,65-74 years,26,10
South Dakota,Female,75-84 years,36,17
South Dakota,Female,85 years and over,77,23
South Dakota,Unknown,All Ages,0,0
South Dakota,Unknown,Under 1 year,0,0
South Dakota,Unknown,0-17 years,0,0
South Dakota,Unknown,1-4 years,0,0
South Dakota,Unknown,5-14 years,0,0
South Dakota,Unknown,15-24 years,0,0
South Dakota,Unknown,18-29 years,0,0
South Dakota,Unknown,25-34 years,0,0
South Dakota,Unknown,30-49 years,0,0
South Dakota,Unknown,35-44 years,0,0
South Dakota,Unknown,45-54 years,0,0
South Dakota,Unknown,50-64 years,0,0
South Dakota,Unknown,55-64 years,0,0
South Dakota,Unknown,65-74 years,0,0
South Dakota,Unknown,75-84 years,0,0
South Dakota,Unknown,85 years and over,0,0
Tennessee,All Sexes,All Ages,2959,1481
Tennessee,Male,All Ages,1659,873
Tennessee,Male,Under 1 year,0,0
Tennessee,Male,0-17 years,0,0
Tennessee,Male,1-4 years,0,0
Tennessee,Male,5-14 years,0,0
Tennessee,Male,15-24 years,0,0
Tennessee,Male,18-29 years,0,0
Tennessee,Male,25-34 years,15,0
