FIPS code,County,State,Full Form
39025,Clermont County,OH,Ohio
39029,Columbiana County,OH,Ohio
39035,Cuyahoga County,OH,Ohio
39037,Darke County,OH,Ohio
39041,Delaware County,OH,Ohio
39043,Erie County,OH,Ohio
39045,Fairfield County,OH,Ohio
39049,Franklin County,OH,Ohio
39053,Gallia County,OH,Ohio
39055,Geauga County,OH,Ohio
39057,Greene County,OH,Ohio
39061,Hamilton County,OH,Ohio
39063,Hancock County,OH,Ohio
39069,Henry County,OH,Ohio
39083,Knox County,OH,Ohio
39085,Lake County,OH,Ohio
39089,Licking County,OH,Ohio
39093,Lorain County,OH,Ohio
39095,Lucas County,OH,Ohio
39099,Mahoning County,OH,Ohio
39101,Marion County,OH,Ohio
39103,Medina County,OH,Ohio
39107,Mercer County,OH,Ohio
39109,Miami County,OH,Ohio
39113,Montgomery County,OH,Ohio
39119,Muskingum County,OH,Ohio
39123,Ottawa County,OH,Ohio
39129,Pickaway County,OH,Ohio
39133,Portage County,OH,Ohio
39137,Putnam County,OH,Ohio
39139,Richland County,OH,Ohio
39141,Ross County,OH,Ohio
39143,Sandusky County,OH,Ohio
39145,Scioto County,OH,Ohio
39149,Shelby County,OH,Ohio
39151,Stark County,OH,Ohio
39153,Summit County,OH,Ohio
39155,Trumbull County,OH,Ohio
39157,Tuscarawas County,OH,Ohio
39165,Warren County,OH,Ohio
39167,Washington County,OH,Ohio
39169,Wayne County,OH,Ohio
39173,Wood County,OH,Ohio
39175,Wyandot County,OH,Ohio
40013,Bryan County,OK,Oklahoma
40015,Caddo County,OK,Oklahoma
40017,Canadian County,OK,Oklahoma
40021,Cherokee County,OK,Oklahoma
40027,Cleveland County,OK,Oklahoma
40031,Comanche County,OK,Oklahoma
40041,Delaware County,OK,Oklahoma
40047,Garfield County,OK,Oklahoma
40051,Grady County,OK,Oklahoma
40071,Kay County,OK,Oklahoma
40089,McCurtain County,OK,Oklahoma
40101,Muskogee County,OK,Oklahoma
40109,Oklahoma County,OK,Oklahoma
40121,Pittsburg County,OK,Oklahoma
40125,Pottawatomie County,OK,Oklahoma
40131,Rogers County,OK,Oklahoma
40143,Tulsa County,OK,Oklahoma
40147,Washington County,OK,Oklahoma
40153,Woodward County,OK,Oklahoma
41005,Clackamas County,OR,Oregon
41017,Deschutes County,OR,Oregon
41039,Lane County,OR,Oregon
41041,Lincoln County,OR,Oregon
41043,Linn County,OR,Oregon
41045,Malheur County,OR,Oregon
41047,Marion County,OR,Oregon
41051,Multnomah County,OR,Oregon
41059,Umatilla County,OR,Oregon
41065,Wasco County,OR,Oregon
41067,Washington County,OR,Oregon
41071,Yamhill County,OR,Oregon
42001,Adams County,PA,Pennsylvania
42003,Allegheny County,PA,Pennsylvania
42005,Armstrong County,PA,Pennsylvania
42007,Beaver County,PA,Pennsylvania
42011,Berks County,PA,Pennsylvania
42013,Blair County,PA,Pennsylvania
42015,Bradford County,PA,Pennsylvania
42017,Bucks County,PA,Pennsylvania
42019,Butler County,PA,Pennsylvania
42025,Carbon County,PA,Pennsylvania
42027,Centre County,PA,Pennsylvania
42029,Chester County,PA,Pennsylvania
42033,Clearfield County,PA,Pennsylvania
42037,Columbia County,PA,Pennsylvania
42041,Cumberland County,PA,Pennsylvania
42043,Dauphin County,PA,Pennsylvania
42045,Delaware County,PA,Pennsylvania
42049,Erie County,PA,Pennsylvania
42051,Fayette County,PA,Pennsylvania
42055,Franklin County,PA,Pennsylvania
42063,Indiana County,PA,Pennsylvania
42069,Lackawanna County,PA,Pennsylvania
42071,Lancaster County,PA,Pennsylvania
42073,Lawrence County,PA,Pennsylvania
42075,Lebanon County,PA,Pennsylvania
42077,Lehigh County,PA,Pennsylvania
42079,Luzerne County,PA,Pennsylvania
42081,Lycoming County,PA,Pennsylvania
42085,Mercer County,PA,Pennsylvania
42089,Monroe County,PA,Pennsylvania
42091,Montgomery County,PA,Pennsylvania
42093,Montour County,PA,Pennsylvania
42095,Northampton County,PA,Pennsylvania
42097,Northumberland County,PA,Pennsylvania
42101,Philadelphia County,PA,Pennsylvania
42103,Pike County,PA,Pennsylvania
42107,Schuylkill County,PA,Pennsylvania
42115,Susquehanna County,PA,Pennsylvania
42119,Union County,PA,Pennsylvania
42125,Washington County,PA,Pennsylvania
42127,Wayne County,PA,Pennsylvania
42129,Westmoreland County,PA,Pennsylvania
42133,York County,PA,Pennsylvania
44003,Kent County,RI,Rhode Island
44007,Providence County,RI,Rhode Island
44009,Washington County,RI,Rhode Island
45003,Aiken County,SC,South Carolina
45007,Anderson County,SC,South Carolina
45013,Beaufort County,SC,South Carolina
45015,Berkeley County,SC,South Carolina
45017,Calhoun County,SC,South Carolina
45019,Charleston County,SC,South Carolina
45021,Cherokee County,SC,South Carolina
45025,Chesterfield County,SC,South Carolina
45027,Clarendon County,SC,South Carolina
45029,Colleton County,SC,South Carolina
45031,Darlington County,SC,South Carolina
45033,Dillon County,SC,South Carolina
45035,Dorchester County,SC,South Carolina
45039,Fairfield County,SC,South Carolina
45041,Florence County,SC,South Carolina
45043,Georgetown County,SC,South Carolina
45045,Greenville County,SC,South Carolina
45047,Greenwood County,SC,South Carolina
45049,Hampton County,SC,South Carolina
45051,Horry County,SC,South Carolina
45053,Jasper County,SC,South Carolina
45055,Kershaw County,SC,South Carolina
45057,Lancaster County,SC,South Carolina
45059,Laurens County,SC,South Carolina
45063,Lexington County,SC,South Carolina
45067,Marion County,SC,South Carolina
45071,Newberry County,SC,South Carolina
45073,Oconee County,SC,South Carolina
45075,Orangeburg County,SC,South Carolina
45077,Pickens County,SC,South Carolina
45079,Richland County,SC,South Carolina
45081,Saluda County,SC,South Carolina
45083,Spartanburg County,SC,South Carolina
45085,Sumter County,SC,South Carolina
45089,Williamsburg County,SC,South Carolina
45091,York County,SC,South Carolina
46083,Lincoln County,SD,South Dakota
46099,Minnehaha County,SD,South Dakota
46103,Pennington County,SD,South Dakota
46135,Yankton County,SD,South Dakota
47001,Anderson County,TN,Tennessee
47009,Blount County,TN,Tennessee
47011,Bradley County,TN,Tennessee
47017,Carroll County,TN,Tennessee
47019,Carter County,TN,Tennessee
47031,Coffee County,TN,Tennessee
47035,Cumberland County,TN,Tennessee
47037,Davidson County,TN,Tennessee
47041,DeKalb County,TN,Tennessee
47043,Dickson County,TN,Tennessee
47045,Dyer County,TN,Tennessee
47051,Franklin County,TN,Tennessee
47053,Gibson County,TN,Tennessee
47055,Giles County,TN,Tennessee
47059,Greene County,TN,Tennessee
47063,Hamblen County,TN,Tennessee
47065,Hamilton County,TN,Tennessee
47071,Hardin County,TN,Tennessee
47077,Henderson County,TN,Tennessee
47093,Knox County,TN,Tennessee
47107,McMinn County,TN,Tennessee
47113,Madison County,TN,Tennessee
47119,Maury County,TN,Tennessee
47123,Monroe County,TN,Tennessee
47125,Montgomery County,TN,Tennessee
47131,Obion County,TN,Tennessee
47133,Overton County,TN,Tennessee
47141,Putnam County,TN,Tennessee
47147,Robertson County,TN,Tennessee
47149,Rutherford County,TN,Tennessee
47155,Sevier County,TN,Tennessee
47157,Shelby County,TN,Tennessee
47163,Sullivan County,TN,Tennessee
47165,Sumner County,TN,Tennessee
47179,Washington County,TN,Tennessee
47187,Williamson County,TN,Tennessee
47189,Wilson County,TN,Tennessee
48001,Anderson County,TX,Texas
48005,Angelina County,TX,Texas
48013,Atascosa County,TX,Texas
48025,Bee County,TX,Texas
48027,Bell County,TX,Texas
48029,Bexar County,TX,Texas
48037,Bowie County,TX,Texas
48039,Brazoria County,TX,Texas
48041,Brazos County,TX,Texas
48049,Brown County,TX,Texas
48053,Burnet County,TX,Texas
48055,Caldwell County,TX,Texas
48061,Cameron County,TX,Texas
48073,Cherokee County,TX,Texas
48085,Collin County,TX,Texas
48091,Comal County,TX,Texas
48113,Dallas County,TX,Texas
48117,Deaf Smith County,TX,Texas
48121,Denton County,TX,Texas
48123,DeWitt County,TX,Texas
48135,Ector County,TX,Texas
48139,Ellis County,TX,Texas
48141,El Paso County,TX,Texas
48157,Fort Bend County,TX,Texas
48167,Galveston County,TX,Texas
48171,Gillespie County,TX,Texas
48181,Grayson County,TX,Texas
48183,Gregg County,TX,Texas
48187,Guadalupe County,TX,Texas
48189,Hale County,TX,Texas
48199,Hardin County,TX,Texas
48201,Harris County,TX,Texas
48203,Harrison County,TX,Texas
48209,Hays County,TX,Texas
48213,Henderson County,TX,Texas
48215,Hidalgo County,TX,Texas
48221,Hood County,TX,Texas
48223,Hopkins County,TX,Texas
48227,Howard County,TX,Texas
48231,Hunt County,TX,Texas
48245,Jefferson County,TX,Texas
48249,Jim Wells County,TX,Texas
48251,Johnson County,TX,Texas
48255,Karnes County,TX,Texas
48257,Kaufman County,TX,Texas
48273,Kleberg County,TX,Texas
48277,Lamar County,TX,Texas
48279,Lamb County,TX,Texas
48285,Lavaca County,TX,Texas
48291,Liberty County,TX,Texas
48293,Limestone County,TX,Texas
48303,Lubbock County,TX,Texas
48309,McLennan County,TX,Texas
48321,Matagorda County,TX,Texas
48323,Maverick County,TX,Texas
48325,Medina County,TX,Texas
48329,Midland County,TX,Texas
48339,Montgomery County,TX,Texas
48347,Nacogdoches County,TX,Texas
48349,Navarro County,TX,Texas
48355,Nueces County,TX,Texas
48361,Orange County,TX,Texas
48365,Panola County,TX,Texas
48367,Parker County,TX,Texas
48369,Parmer County,TX,Texas
48373,Polk County,TX,Texas
48375,Potter County,TX,Texas
48381,Randall County,TX,Texas
48397,Rockwall County,TX,Texas
48401,Rusk County,TX,Texas
48409,San Patricio County,TX,Texas
48423,Smith County,TX,Texas
48425,Somervell County,TX,Texas
48427,Starr County,TX,Texas
48439,Tarrant County,TX,Texas
48441,Taylor County,TX,Texas
48449,Titus County,TX,Texas
48451,Tom Green County,TX,Texas
48453,Travis County,TX,Texas
48463,Uvalde County,TX,Texas
48465,Val Verde County,TX,Texas
48469,Victoria County,TX,Texas
48471,Walker County,TX,Texas
48473,Waller County,TX,Texas
48477,Washington County,TX,Texas
48479,Webb County,TX,Texas
48481,Wharton County,TX,Texas
48485,Wichita County,TX,Texas
48491,Williamson County,TX,Texas
48493,Wilson County,TX,Texas
48497,Wise County,TX,Texas
48499,Wood County,TX,Texas
49011,Davis County,UT,Utah
49035,Salt Lake County,UT,Utah
49037,San Juan County,UT,Utah
49049,Utah County,UT,Utah
49053,Washington County,UT,Utah
49057,Weber County,UT,Utah
51001,Accomack County,VA,Virginia
51003,Albemarle County,VA,Virginia
51013,Arlington County,VA,Virginia
51015,Augusta County,VA,Virginia
51035,Carroll County,VA,Virginia
51041,Chesterfield County,VA,Virginia
51047,Culpeper County,VA,Virginia
51059,Fairfax County,VA,Virginia
51061,Fauquier County,VA,Virginia
51063,Floyd County,VA,Virginia
51083,Halifax County,VA,Virginia
51085,Hanover County,VA,Virginia
51087,Henrico County,VA,Virginia
51095,James City County,VA,Virginia
51107,Loudoun County,VA,Virginia
51117,Mecklenburg County,VA,Virginia
51119,Middlesex County,VA,Virginia
51131,Northampton County,VA,Virginia
51139,Page County,VA,Virginia
51141,Patrick County,VA,Virginia
51147,Prince Edward County,VA,Virginia
51153,Prince William County,VA,Virginia
51161,Roanoke County,VA,Virginia
51165,Rockingham County,VA,Virginia
51171,Shenandoah County,VA,Virginia
51175,Southampton County,VA,Virginia
51177,Spotsylvania County,VA,Virginia
51191,Washington County,VA,Virginia
51199,York County,VA,Virginia
51510,Alexandria city,VA,Virginia
51540,Charlottesville city,VA,Virginia
51550,Chesapeake city,VA,Virginia
51570,Colonial Heights city,VA,Virginia
51590,Danville city,VA,Virginia
51595,Emporia city,VA,Virginia
51620,Franklin city,VA,Virginia
51630,Fredericksburg city,VA,Virginia
51640,Galax city,VA,Virginia
51650,Hampton city,VA,Virginia
51660,Harrisonburg city,VA,Virginia
51670,Hopewell city,VA,Virginia
51680,Lynchburg city,VA,Virginia
51683,Manassas city,VA,Virginia
51690,Martinsville city,VA,Virginia
51700,Newport News city,VA,Virginia
51710,Norfolk city,VA,Virginia
51730,Petersburg city,VA,Virginia
51740,Portsmouth city,VA,Virginia
51760,Richmond city,VA,Virginia
51770,Roanoke city,VA,Virginia
51775,Salem city,VA,Virginia
51800,Suffolk city,VA,Virginia
51810,Virginia Beach city,VA,Virginia
51840,Winchester city,VA,Virginia
50007,Chittenden County,VT,Vermont
53005,Benton County,WA,Washington
53007,Chelan County,WA,Washington
53011,Clark County,WA,Washington
53021,Franklin County,WA,Washington
53025,Grant County,WA,Washington
53029,Island County,WA,Washington
53033,King County,WA,Washington
53035,Kitsap County,WA,Washington
53037,Kittitas County,WA,Washington
53053,Pierce County,WA,Washington
53057,Skagit County,WA,Washington
53061,Snohomish County,WA,Washington
53063,Spokane County,WA,Washington
53067,Thurston County,WA,Washington
53071,Walla Walla County,WA,Washington
53073,Whatcom County,WA,Washington
53077,Yakima County,WA,Washington
55009,Brown County,WI,Wisconsin
55019,Clark County,WI,Wisconsin
55025,Dane County,WI,Wisconsin
55027,Dodge County,WI,Wisconsin
55035,Eau Claire County,WI,Wisconsin
55039,Fond du Lac County,WI,Wisconsin
55043,Grant County,WI,Wisconsin
55059,Kenosha County,WI,Wisconsin
55063,La Crosse County,WI,Wisconsin
55071,Manitowoc County,WI,Wisconsin
55073,Marathon County,WI,Wisconsin
55079,Milwaukee County,WI,Wisconsin
55087,Outagamie County,WI,Wisconsin
55089,Ozaukee County,WI,Wisconsin
55101,Racine County,WI,Wisconsin
55105,Rock County,WI,Wisconsin
55117,Sheboygan County,WI,Wisconsin
55127,Walworth County,WI,Wisconsin
55131,Washington County,WI,Wisconsin
55133,Waukesha County,WI,Wisconsin
55135,Waupaca County,WI,Wisconsin
55139,Winnebago County,WI,Wisconsin
55141,Wood County,WI,Wisconsin
54003,Berkeley County,WV,West Virginia
54011,Cabell County,WV,West Virginia
54033,Harrison County,WV,West Virginia
54039,Kanawha County,WV,West Virginia
54045,Logan County,WV,West Virginia
54055,Mercer County,WV,West Virginia
54061,Monongalia County,WV,West Virginia
54069,Ohio County,WV,West Virginia
54081,Raleigh County,WV,West Virginia
54099,Wayne County,WV,West Virginia
54107,Wood County,WV,West Virginia
56025,Natrona County,WY,Wyoming
