submission_date,state,new_case,pnew_case,new_death,prob_death
07/25/2020,DC,68,0,0,0
07/26/2020,DC,63,0,0,0
07/27/2020,DC,78,0,1,0
07/28/2020,DC,87,0,1,0
07/29/2020,DC,54,0,1,0
07/30/2020,DC,58,0,0,0
07/31/2020,DC,69,0,1,0
08/01/2020,DC,79,0,0,0
08/02/2020,DC,69,0,1,0
08/03/2020,DC,39,0,0,0
08/04/2020,DC,85,0,1,0
08/05/2020,DC,45,0,0,0
08/06/2020,DC,75,0,0,0
08/07/2020,DC,71,0,2,0
08/08/2020,DC,64,0,1,0
08/09/2020,DC,100,0,1,0
08/10/2020,DC,54,0,0,0
08/11/2020,DC,89,0,2,0
08/12/2020,DC,63,0,0,0
08/13/2020,DC,65,0,1,0
08/14/2020,DC,94,0,0,0
08/15/2020,DC,41,0,3,0
08/16/2020,DC,61,0,0,0
08/17/2020,DC,53,0,0,0
08/18/2020,DC,52,0,2,0
08/19/2020,DC,29,0,1,0
08/20/2020,DC,55,0,1,0
08/21/2020,DC,60,0,1,0
08/22/2020,DC,65,0,2,0
08/23/2020,DC,56,0,0,0
08/24/2020,DC,49,0,0,0
08/25/2020,DC,45,0,0,0
08/26/2020,DC,38,0,1,0
08/27/2020,DC,72,0,0,0
08/28/2020,DC,57,0,0,0
08/29/2020,DC,74,0,0,0
08/30/2020,DC,34,0,1,0
08/31/2020,DC,33,0,1,0
09/01/2020,DC,57,0,0,0
09/02/2020,DC,28,0,1,0
09/03/2020,DC,58,0,1,0
09/04/2020,DC,51,0,2,0
09/05/2020,DC,52,0,0,0
09/06/2020,DC,41,0,0,0
09/07/2020,DC,36,0,0,0
09/08/2020,DC,47,0,0,0
09/09/2020,DC,25,0,4,0
09/10/2020,DC,25,0,1,0
09/11/2020,DC,81,0,0,0
09/12/2020,DC,59,0,0,0
09/13/2020,DC,40,0,0,0
09/14/2020,DC,30,0,0,0
09/15/2020,DC,65,0,0,0
09/16/2020,DC,56,0,1,0
09/17/2020,DC,47,0,2,0
09/18/2020,DC,62,0,0,0
09/19/2020,DC,50,0,0,0
09/20/2020,DC,53,0,1,0
09/21/2020,DC,23,0,1,0
09/22/2020,DC,43,0,0,0
09/23/2020,DC,29,0,0,0
09/24/2020,DC,56,0,0,0
09/25/2020,DC,57,0,2,0
09/26/2020,DC,52,0,1,0
09/27/2020,DC,35,0,0,0
09/28/2020,DC,14,0,0,0
09/29/2020,DC,36,0,2,0
09/30/2020,DC,26,0,1,0
10/01/2020,DC,32,0,1,0
10/02/2020,DC,65,0,1,0
10/03/2020,DC,50,0,0,0
10/04/2020,DC,46,0,2,0
10/05/2020,DC,28,0,0,0
10/06/2020,DC,105,0,0,0
10/07/2020,DC,45,0,1,0
10/08/2020,DC,68,0,2,0
10/09/2020,DC,78,0,0,0
10/10/2020,DC,138,0,2,0
10/11/2020,DC,3,0,1,0
10/12/2020,DC,38,0,0,0
10/13/2020,DC,46,0,0,0
10/14/2020,DC,64,0,1,0
10/15/2020,DC,34,0,0,0
10/16/2020,DC,89,0,3,0
10/17/2020,DC,79,0,0,0
10/18/2020,DC,36,0,0,0
10/19/2020,DC,25,0,0,0
10/20/2020,DC,50,0,1,0
10/21/2020,DC,53,0,0,0
10/22/2020,DC,39,0,0,0
10/23/2020,DC,72,0,0,0
10/24/2020,DC,97,0,0,0
10/25/2020,DC,61,0,0,0
10/26/2020,DC,45,0,0,0
10/27/2020,DC,94,0,2,0
10/28/2020,DC,67,0,0,0
10/29/2020,DC,101,0,1,0
10/30/2020,DC,70,0,1,0
10/31/2020,DC,122,0,0,0
11/01/2020,DC,103,0,0,0
01/22/2020,KS,0,0,0,0
01/23/2020,KS,0,0,0,0
01/24/2020,KS,0,0,0,0
01/25/2020,KS,0,0,0,0
01/26/2020,KS,0,0,0,0
01/27/2020,KS,0,0,0,0
01/28/2020,KS,0,0,0,0
01/29/2020,KS,0,0,0,0
01/30/2020,KS,0,0,0,0
01/31/2020,KS,0,0,0,0
02/01/2020,KS,0,0,0,0
02/02/2020,KS,0,0,0,0
02/03/2020,KS,0,0,0,0
02/04/2020,KS,0,0,0,0
02/05/2020,KS,0,0,0,0
02/06/2020,KS,0,0,0,0
02/07/2020,KS,0,0,0,0
02/08/2020,KS,0,0,0,0
02/09/2020,KS,0,0,0,0
02/10/2020,KS,0,0,0,0
02/11/2020,KS,0,0,0,0
02/12/2020,KS,0,0,0,0
02/13/2020,KS,0,0,0,0
02/14/2020,KS,0,0,0,0
02/15/2020,KS,0,0,0,0
02/16/2020,KS,0,0,0,0
02/17/2020,KS,0,0,0,0
02/18/2020,KS,0,0,0,0
02/19/2020,KS,0,0,0,0
02/20/2020,KS,0,0,0,0
02/21/2020,KS,0,0,0,0
02/22/2020,KS,0,0,0,0
02/23/2020,KS,0,0,0,0
02/24/2020,KS,0,0,0,0
02/25/2020,KS,0,0,0,0
02/26/2020,KS,0,0,0,0
02/27/2020,KS,0,0,0,0
02/28/2020,KS,0,0,0,0
02/29/2020,KS,0,0,0,0
03/01/2020,KS,0,0,0,0
03/02/2020,KS,0,0,0,0
03/03/2020,KS,0,0,0,0
03/04/2020,KS,0,0,0,0
03/05/2020,KS,0,0,0,0
03/06/2020,KS,0,0,0,0
03/07/2020,KS,0,0,0,0
03/08/2020,KS,1,0,0,0
03/09/2020,KS,0,0,0,0
03/10/2020,KS,0,0,0,0
03/11/2020,KS,0,0,0,0
03/12/2020,KS,3,0,1,0
03/13/2020,KS,2,0,0,0
03/14/2020,KS,1,0,0,0
03/15/2020,KS,1,0,0,0
03/16/2020,KS,3,0,0,0
03/17/2020,KS,5,0,0,0
03/18/2020,KS,5,0,0,0
03/19/2020,KS,14,0,0,0
03/20/2020,KS,9,0,0,0
03/21/2020,KS,11,0,1,0
03/22/2020,KS,9,0,0,0
03/23/2020,KS,18,0,0,0
03/24/2020,KS,16,0,0,0
03/25/2020,KS,0,0,0,0
03/26/2020,KS,70,0,1,0
03/27/2020,KS,34,0,1,0
03/28/2020,KS,59,0,1,0
03/29/2020,KS,58,0,1,0
03/30/2020,KS,49,0,2,0
03/31/2020,KS,60,0,1,0
04/01/2020,KS,54,0,1,0
04/02/2020,KS,70,0,3,0
04/03/2020,KS,68,0,4,0
04/04/2020,KS,78,0,4,0
04/05/2020,KS,115,0,2,0
04/06/2020,KS,32,0,2,0
04/07/2020,KS,55,0,2,0
04/08/2020,KS,176,0,12,0
04/09/2020,KS,30,0,5,0
04/10/2020,KS,135,0,8,0
04/11/2020,KS,38,0,4,0
04/12/2020,KS,98,0,1,0
04/13/2020,KS,-1,0,5,0
04/14/2020,KS,101,0,9,0
04/15/2020,KS,17,0,5,0
04/16/2020,KS,94,0,4,0
04/17/2020,KS,172,0,8,0
04/18/2020,KS,51,0,0,0
04/19/2020,KS,38,0,4,0
04/20/2020,KS,137,0,8,0
04/21/2020,KS,39,0,7,0
04/22/2020,KS,186,0,3,0
04/23/2020,KS,271,0,2,0
04/24/2020,KS,295,0,-1,0
04/25/2020,KS,279,0,6,0
04/26/2020,KS,118,0,1,0
04/27/2020,KS,154,0,2,0
04/28/2020,KS,163,0,4,0
04/29/2020,KS,247,0,1,0
04/30/2020,KS,500,0,4,0
05/01/2020,KS,211,0,1,0
05/02/2020,KS,297,0,1,0
05/03/2020,KS,284,0,3,0
05/04/2020,KS,215,0,2,0
05/05/2020,KS,213,0,1,0
05/06/2020,KS,276,0,7,0
05/07/2020,KS,410,62,3,0
05/08/2020,KS,357,8,5,0
05/09/2020,KS,250,-70,5,0
05/10/2020,KS,233,0,0,0
05/11/2020,KS,132,0,1,0
05/12/2020,KS,0,0,0,0
05/13/2020,KS,352,0,6,0
05/14/2020,KS,0,0,0,0
05/15/2020,KS,418,0,8,0
05/16/2020,KS,0,0,0,0
05/17/2020,KS,0,0,0,0
05/18/2020,KS,454,0,1,0
05/19/2020,KS,0,0,0,0
05/20/2020,KS,199,0,5,0
05/21/2020,KS,0,0,0,0
05/22/2020,KS,419,0,7,0
05/23/2020,KS,0,0,0,0
05/24/2020,KS,0,0,0,0
05/25/2020,KS,260,0,3,0
05/26/2020,KS,0,0,0,0
05/27/2020,KS,119,0,17,0
05/28/2020,KS,0,0,0,0
05/29/2020,KS,382,0,3,0
05/30/2020,KS,0,0,0,0
05/31/2020,KS,0,0,0,0
06/01/2020,KS,292,0,9,0
06/02/2020,KS,0,0,0,0
06/03/2020,KS,159,0,5,0
06/04/2020,KS,0,0,0,0
06/05/2020,KS,223,0,10,0
06/06/2020,KS,0,0,0,0
06/07/2020,KS,0,0,0,0
06/08/2020,KS,257,0,4,0
06/09/2020,KS,0,0,0,0
06/10/2020,KS,162,0,4,0
06/11/2020,KS,0,0,0,0
06/12/2020,KS,235,0,3,0
06/13/2020,KS,0,0,0,0
06/14/2020,KS,0,0,0,0
06/15/2020,KS,372,0,2,0
06/16/2020,KS,0,0,0,0
06/17/2020,KS,262,0,2,0
06/18/2020,KS,0,0,0,0
06/19/2020,KS,378,0,7,0
06/20/2020,KS,0,0,0,0
06/21/2020,KS,0,0,0,0
06/22/2020,KS,406,0,5,0
06/23/2020,KS,0,0,0,0
06/24/2020,KS,505,267,2,0
06/25/2020,KS,0,0,0,0
06/26/2020,KS,568,44,3,0
06/27/2020,KS,0,0,0,0
06/28/2020,KS,0,0,0,0
06/29/2020,KS,905,66,6,0
06/30/2020,KS,0,0,0,0
07/01/2020,KS,547,-1,2,0
07/02/2020,KS,0,0,0,0
07/03/2020,KS,929,5,5,0
07/04/2020,KS,0,0,0,0
07/05/2020,KS,0,0,0,0
07/06/2020,KS,982,13,3,0
07/07/2020,KS,0,0,0,0
07/08/2020,KS,717,3,2,0
07/09/2020,KS,0,0,0,0
07/10/2020,KS,993,35,2,0
07/11/2020,KS,0,0,0,0
07/12/2020,KS,0,-432,0,0
07/13/2020,KS,1447,430,4,0
07/14/2020,KS,0,0,0,0
07/15/2020,KS,875,24,11,0
07/16/2020,KS,0,0,0,0
07/17/2020,KS,1032,15,0,0
07/18/2020,KS,0,0,0,0
07/19/2020,KS,0,0,0,0
07/20/2020,KS,1369,42,8,0
07/21/2020,KS,0,0,0,0
07/22/2020,KS,770,7,1,0
07/23/2020,KS,0,0,0,0
07/24/2020,KS,1005,19,18,0
07/25/2020,KS,0,0,0,0
07/26/2020,KS,0,-537,0,0
07/27/2020,KS,1063,539,9,0
07/28/2020,KS,0,0,0,0
07/29/2020,KS,698,4,14,0
07/30/2020,KS,0,0,0,0
07/31/2020,KS,942,98,9,0
08/01/2020,KS,0,0,0,0
08/02/2020,KS,0,0,0,0
08/03/2020,KS,1064,0,7,0
08/04/2020,KS,0,0,0,0
08/05/2020,KS,841,0,3,0
08/06/2020,KS,0,0,0,0
08/07/2020,KS,921,108,12,0
08/08/2020,KS,0,0,0,0
08/09/2020,KS,0,0,0,0
08/10/2020,KS,1092,6,7,0
08/11/2020,KS,0,0,0,0
08/12/2020,KS,817,64,8,0
08/13/2020,KS,0,0,0,0
08/14/2020,KS,1338,-819,7,0
08/15/2020,KS,0,819,0,0
08/16/2020,KS,0,0,0,0
08/17/2020,KS,1282,102,3,0
08/18/2020,KS,0,0,0,0
08/19/2020,KS,723,27,6,0
08/20/2020,KS,0,0,0,0
08/21/2020,KS,966,13,8,0
08/22/2020,KS,0,0,0,0
08/23/2020,KS,0,0,0,0
08/24/2020,KS,1545,39,7,0
08/25/2020,KS,0,0,0,0
08/26/2020,KS,1536,130,0,0
08/27/2020,KS,0,0,11,0
08/28/2020,KS,1111,57,6,0
08/29/2020,KS,0,0,0,0
08/30/2020,KS,0,0,0,0
08/31/2020,KS,1564,0,3,0
09/01/2020,KS,0,0,0,0
09/02/2020,KS,1328,194,12,0
09/03/2020,KS,0,0,0,0
09/04/2020,KS,1280,39,23,0
09/05/2020,KS,0,-39,0,0
09/06/2020,KS,0,0,0,0
09/07/2020,KS,1694,181,4,0
09/08/2020,KS,0,0,0,0
09/09/2020,KS,496,55,10,0
09/10/2020,KS,0,0,0,0
09/11/2020,KS,976,143,16,0
09/12/2020,KS,0,0,0,0
09/13/2020,KS,0,0,0,0
09/14/2020,KS,1513,0,23,0
09/15/2020,KS,0,0,0,0
09/16/2020,KS,971,340,52,0
09/17/2020,KS,0,0,0,0
09/18/2020,KS,1415,147,10,0
09/19/2020,KS,0,0,0,0
09/20/2020,KS,0,0,0,0
09/21/2020,KS,1674,133,4,0
09/22/2020,KS,0,0,0,0
09/23/2020,KS,1267,181,21,0
09/24/2020,KS,0,0,0,0
09/25/2020,KS,1366,83,11,0
09/26/2020,KS,0,0,0,0
09/27/2020,KS,0,0,0,0
09/28/2020,KS,2037,205,5,0
09/29/2020,KS,0,0,0,0
09/30/2020,KS,1120,279,41,0
10/01/2020,KS,0,0,0,0
10/02/2020,KS,1362,221,20,0
10/03/2020,KS,0,0,0,0
10/04/2020,KS,0,0,0,0
10/05/2020,KS,1597,292,8,0
10/06/2020,KS,0,0,0,0
10/07/2020,KS,1244,310,17,0
10/08/2020,KS,0,0,0,0
10/09/2020,KS,1855,0,40,0
10/10/2020,KS,0,0,0,0
10/11/2020,KS,0,0,0,0
10/12/2020,KS,2055,0,8,0
10/13/2020,KS,0,0,0,0
10/14/2020,KS,1293,0,67,0
10/15/2020,KS,0,0,0,0
10/16/2020,KS,1700,903,21,0
10/17/2020,KS,0,0,0,0
10/18/2020,KS,0,0,0,0
10/19/2020,KS,2113,179,13,0
10/20/2020,KS,0,0,0,0
10/21/2020,KS,1488,269,80,0
10/22/2020,KS,0,0,0,0
10/23/2020,KS,1774,0,23,0
10/24/2020,KS,0,367,0,0
10/25/2020,KS,0,0,0,0
10/26/2020,KS,2446,0,1,0
10/27/2020,KS,0,0,0,0
10/28/2020,KS,3369,1666,31,0
10/29/2020,KS,0,0,0,0
10/30/2020,KS,3136,504,22,0
10/31/2020,KS,0,0,0,0
11/01/2020,KS,0,0,0,0
01/22/2020,ME,0,0,0,0
01/23/2020,ME,0,0,0,0
01/24/2020,ME,0,0,0,0
01/25/2020,ME,0,0,0,0
01/26/2020,ME,0,0,0,0
01/27/2020,ME,0,0,0,0
01/28/2020,ME,0,0,0,0
01/29/2020,ME,0,0,0,0
01/30/2020,ME,0,0,0,0
01/31/2020,ME,0,0,0,0
02/01/2020,ME,0,0,0,0
02/02/2020,ME,0,0,0,0
02/03/2020,ME,0,0,0,0
02/04/2020,ME,0,0,0,0
02/05/2020,ME,0,0,0,0
02/06/2020,ME,0,0,0,0
02/07/2020,ME,0,0,0,0
02/08/2020,ME,0,0,0,0
02/09/2020,ME,0,0,0,0
02/10/2020,ME,0,0,0,0
02/11/2020,ME,0,0,0,0
02/12/2020,ME,0,0,0,0
02/13/2020,ME,0,0,0,0
02/14/2020,ME,0,0,0,0
02/15/2020,ME,0,0,0,0
02/16/2020,ME,0,0,0,0
02/17/2020,ME,0,0,0,0
02/18/2020,ME,0,0,0,0
02/19/2020,ME,0,0,0,0
02/20/2020,ME,0,0,0,0
02/21/2020,ME,0,0,0,0
02/22/2020,ME,0,0,0,0
02/23/2020,ME,0,0,0,0
02/24/2020,ME,0,0,0,0
02/25/2020,ME,0,0,0,0
02/26/2020,ME,0,0,0,0
02/27/2020,ME,0,0,0,0
02/28/2020,ME,0,0,0,0
02/29/2020,ME,0,0,0,0
03/01/2020,ME,0,0,0,0
03/02/2020,ME,0,0,0,0
03/03/2020,ME,0,0,0,0
03/04/2020,ME,0,0,0,0
03/05/2020,ME,0,0,0,0
03/06/2020,ME,0,0,0,0
03/07/2020,ME,0,0,0,0
03/08/2020,ME,0,0,0,0
03/09/2020,ME,0,0,0,0
03/10/2020,ME,0,0,0,0
03/11/2020,ME,0,0,0,0
03/12/2020,ME,1,0,0,0
03/13/2020,ME,0,0,0,0
03/14/2020,ME,4,0,0,0
03/15/2020,ME,9,0,0,0
03/16/2020,ME,5,0,0,0
03/17/2020,ME,13,0,0,0
03/18/2020,ME,12,0,0,0
03/19/2020,ME,8,0,0,0
03/20/2020,ME,4,0,0,0
03/21/2020,ME,14,0,0,0
03/22/2020,ME,23,0,0,0
03/23/2020,ME,16,0,0,0
03/24/2020,ME,9,0,0,0
03/25/2020,ME,29,0,0,0
03/26/2020,ME,8,0,0,0
03/27/2020,ME,13,0,1,0
03/28/2020,ME,43,0,0,0
03/29/2020,ME,42,0,2,0
03/30/2020,ME,50,0,2,0
03/31/2020,ME,0,0,0,0
04/01/2020,ME,41,0,2,0
04/02/2020,ME,32,0,0,0
04/03/2020,ME,56,0,2,0
04/04/2020,ME,24,0,1,0
04/05/2020,ME,14,0,0,0
04/06/2020,ME,29,0,0,0
04/07/2020,ME,20,0,2,0
04/08/2020,ME,18,0,2,0
04/09/2020,ME,23,0,2,0
04/10/2020,ME,23,0,1,0
04/11/2020,ME,33,0,2,0
04/12/2020,ME,17,0,0,0
04/13/2020,ME,65,0,0,0
04/14/2020,ME,36,0,1,0
04/15/2020,ME,36,0,4,0
04/16/2020,ME,26,0,3,0
04/17/2020,ME,31,0,2,0
04/18/2020,ME,20,0,3,0
04/19/2020,ME,20,0,2,0
04/20/2020,ME,8,0,1,0
04/21/2020,ME,13,0,1,0
04/22/2020,ME,19,0,3,0
04/23/2020,ME,30,0,5,0
04/24/2020,ME,28,0,3,0
04/25/2020,ME,25,0,3,0
04/26/2020,ME,33,18,0,0
04/27/2020,ME,17,7,1,0
04/28/2020,ME,16,2,0,0
04/29/2020,ME,39,4,2,0
04/30/2020,ME,28,4,2,0
05/01/2020,ME,0,-35,0,0
05/02/2020,ME,29,0,1,0
05/03/2020,ME,53,69,1,0
05/04/2020,ME,21,7,4,0
05/05/2020,ME,28,4,1,0
05/06/2020,ME,0,0,0,0
05/07/2020,ME,120,30,0,0
05/08/2020,ME,0,0,1,0
05/09/2020,ME,60,12,1,0
05/10/2020,ME,23,13,0,0
05/11/2020,ME,5,-1,1,0
05/12/2020,ME,53,9,1,0
05/13/2020,ME,0,0,0,0
05/14/2020,ME,88,23,3,0
05/15/2020,ME,45,5,1,0
05/16/2020,ME,39,5,0,0
05/17/2020,ME,26,4,1,0
05/18/2020,ME,28,0,2,0
05/19/2020,ME,78,7,0,0
05/20/2020,ME,58,12,0,0
05/21/2020,ME,71,0,2,0
05/22/2020,ME,0,0,0,0
05/23/2020,ME,65,10,2,0
05/24/2020,ME,61,7,1,0
05/25/2020,ME,35,-1,1,0
05/26/2020,ME,0,0,0,0
05/27/2020,ME,80,23,5,0
05/28/2020,ME,37,17,1,0
05/29/2020,ME,56,2,4,0
05/30/2020,ME,43,1,0,0
05/31/2020,ME,24,-2,0,0
06/01/2020,ME,28,3,5,0
06/02/2020,ME,41,7,1,0
06/03/2020,ME,0,0,0,0
06/04/2020,ME,28,-1,0,0
06/05/2020,ME,36,7,3,0
06/06/2020,ME,88,3,1,0
06/07/2020,ME,0,0,0,0
06/08/2020,ME,18,8,0,0
06/09/2020,ME,18,1,1,0
06/10/2020,ME,61,3,0,0
06/11/2020,ME,0,0,0,0
06/12/2020,ME,54,14,0,0
06/13/2020,ME,36,4,0,0
06/14/2020,ME,53,10,1,0
06/15/2020,ME,9,5,0,0
06/16/2020,ME,0,0,0,0
06/17/2020,ME,17,7,1,0
06/18/2020,ME,42,-4,0,0
06/19/2020,ME,60,5,0,0
06/20/2020,ME,0,0,0,0
06/21/2020,ME,19,0,0,0
06/22/2020,ME,14,3,0,0
06/23/2020,ME,23,8,0,0
06/24/2020,ME,77,1,1,0
06/25/2020,ME,-1,-1,0,0
06/26/2020,ME,32,5,0,0
06/27/2020,ME,89,9,1,0
06/28/2020,ME,30,7,1,0
06/29/2020,ME,31,0,0,0
06/30/2020,ME,42,12,0,0
07/01/2020,ME,34,5,0,0
07/02/2020,ME,0,0,0,0
07/03/2020,ME,69,8,2,0
07/04/2020,ME,0,0,0,0
07/05/2020,ME,26,4,2,0
07/06/2020,ME,17,1,1,0
07/07/2020,ME,20,5,0,0
07/08/2020,ME,26,-1,1,0
07/09/2020,ME,13,-5,0,0
07/10/2020,ME,0,0,0,0
07/11/2020,ME,40,7,3,0
07/12/2020,ME,19,3,0,0
07/13/2020,ME,8,-1,0,0
07/14/2020,ME,12,-6,0,0
07/15/2020,ME,20,-1,0,0
07/16/2020,ME,38,6,1,0
07/17/2020,ME,8,-3,2,0
07/18/2020,ME,2,0,0,0
07/19/2020,ME,65,30,0,0
07/20/2020,ME,0,0,1,0
07/21/2020,ME,11,-22,0,0
07/22/2020,ME,15,1,0,0
07/23/2020,ME,21,-3,0,0
07/24/2020,ME,-1,0,0,0
07/25/2020,ME,57,6,1,0
07/26/2020,ME,18,4,0,0
07/27/2020,ME,6,-5,2,0
07/28/2020,ME,28,4,0,0
07/29/2020,ME,22,2,0,0
07/30/2020,ME,22,2,2,0
07/31/2020,ME,27,8,0,0
08/01/2020,ME,21,2,0,0
08/02/2020,ME,12,6,0,0
08/03/2020,ME,5,-2,0,0
08/04/2020,ME,17,-3,1,0
08/05/2020,ME,5,-8,0,0
08/06/2020,ME,18,0,0,0
08/07/2020,ME,11,1,1,0
08/08/2020,ME,16,0,0,0
08/09/2020,ME,9,-7,0,0
08/10/2020,ME,-1,-4,1,0
08/11/2020,ME,19,2,0,0
08/12/2020,ME,20,2,0,0
08/13/2020,ME,26,8,0,0
08/14/2020,ME,29,0,1,0
08/15/2020,ME,24,3,0,0
08/16/2020,ME,29,9,0,0
08/17/2020,ME,16,2,0,0
08/18/2020,ME,22,4,0,0
08/19/2020,ME,18,5,1,0
08/20/2020,ME,32,-3,1,0
08/21/2020,ME,31,6,1,0
08/22/2020,ME,19,1,1,0
08/23/2020,ME,21,1,0,0
08/24/2020,ME,13,3,0,0
08/25/2020,ME,21,-2,1,0
08/26/2020,ME,26,6,0,0
08/27/2020,ME,21,2,0,0
08/28/2020,ME,-1,0,0,0
08/29/2020,ME,53,2,0,0
08/30/2020,ME,37,9,0,0
08/31/2020,ME,22,1,0,0
09/01/2020,ME,0,0,0,0
09/02/2020,ME,69,5,1,0
09/03/2020,ME,15,-4,1,0
09/04/2020,ME,35,2,0,0
09/05/2020,ME,15,2,0,0
09/06/2020,ME,19,-1,0,0
09/07/2020,ME,12,-2,0,0
09/08/2020,ME,21,7,0,0
09/09/2020,ME,27,-3,0,0
09/10/2020,ME,31,2,0,0
09/11/2020,ME,42,10,1,0
09/12/2020,ME,29,2,1,0
09/13/2020,ME,0,0,0,0
09/14/2020,ME,55,16,1,0
09/15/2020,ME,23,4,1,0
09/16/2020,ME,21,-3,0,0
09/17/2020,ME,43,9,0,0
09/18/2020,ME,30,0,1,0
09/19/2020,ME,44,4,1,0
09/20/2020,ME,27,3,0,0
09/21/2020,ME,40,9,0,0
09/22/2020,ME,25,-1,0,0
09/23/2020,ME,44,10,0,0
09/24/2020,ME,20,6,0,0
09/25/2020,ME,0,0,0,0
09/26/2020,ME,54,4,0,0
09/27/2020,ME,11,-3,0,0
09/28/2020,ME,37,15,0,0
09/29/2020,ME,54,7,1,0
09/30/2020,ME,40,-1,1,0
10/01/2020,ME,37,2,0,0
10/02/2020,ME,0,0,0,0
10/03/2020,ME,52,7,0,0
10/04/2020,ME,25,7,0,0
10/05/2020,ME,20,0,0,0
10/06/2020,ME,39,11,0,0
10/07/2020,ME,35,-2,0,0
10/08/2020,ME,27,0,1,0
10/09/2020,ME,30,0,0,0
10/10/2020,ME,0,0,0,0
10/11/2020,ME,27,4,0,0
10/12/2020,ME,57,25,0,0
10/13/2020,ME,36,5,0,0
10/14/2020,ME,20,5,1,0
10/15/2020,ME,29,-8,1,0
10/16/2020,ME,37,1,0,0
10/17/2020,ME,38,7,1,0
10/18/2020,ME,22,9,0,0
10/19/2020,ME,27,9,0,0
10/20/2020,ME,0,0,0,0
10/21/2020,ME,71,1,0,0
10/22/2020,ME,35,4,0,0
10/23/2020,ME,42,9,0,0
10/24/2020,ME,0,0,0,0
10/25/2020,ME,117,41,0,0
10/26/2020,ME,57,15,0,0
10/27/2020,ME,76,-1,0,0
10/28/2020,ME,80,1,0,0
10/29/2020,ME,103,23,0,0
10/30/2020,ME,98,20,1,0
10/31/2020,ME,0,0,0,0
11/01/2020,ME,131,-1,1,0
01/22/2020,MT,0,0,0,0
01/23/2020,MT,0,0,0,0
01/24/2020,MT,0,0,0,0
01/25/2020,MT,0,0,0,0
01/26/2020,MT,0,0,0,0
01/27/2020,MT,0,0,0,0
01/28/2020,MT,0,0,0,0
01/29/2020,MT,0,0,0,0
01/30/2020,MT,0,0,0,0
01/31/2020,MT,0,0,0,0
02/01/2020,MT,0,0,0,0
02/02/2020,MT,0,0,0,0
02/03/2020,MT,0,0,0,0
02/04/2020,MT,0,0,0,0
02/05/2020,MT,0,0,0,0
02/06/2020,MT,0,0,0,0
02/07/2020,MT,0,0,0,0
02/08/2020,MT,0,0,0,0
02/09/2020,MT,0,0,0,0
02/10/2020,MT,0,0,0,0
02/11/2020,MT,0,0,0,0
02/12/2020,MT,0,0,0,0
02/13/2020,MT,0,0,0,0
02/14/2020,MT,0,0,0,0
02/15/2020,MT,0,0,0,0
02/16/2020,MT,0,0,0,0
02/17/2020,MT,0,0,0,0
02/18/2020,MT,0,0,0,0
02/19/2020,MT,0,0,0,0
02/20/2020,MT,0,0,0,0
02/21/2020,MT,0,0,0,0
02/22/2020,MT,0,0,0,0
02/23/2020,MT,0,0,0,0
02/24/2020,MT,0,0,0,0
02/25/2020,MT,0,0,0,0
02/26/2020,MT,0,0,0,0
02/27/2020,MT,0,0,0,0
02/28/2020,MT,0,0,0,0
02/29/2020,MT,0,0,0,0
03/01/2020,MT,0,0,0,0
03/02/2020,MT,0,0,0,0
03/03/2020,MT,0,0,0,0
03/04/2020,MT,0,0,0,0
03/05/2020,MT,0,0,0,0
03/06/2020,MT,0,0,0,0
03/07/2020,MT,0,0,0,0
03/08/2020,MT,0,0,0,0
03/09/2020,MT,0,0,0,0
03/10/2020,MT,0,0,0,0
03/11/2020,MT,1,0,0,0
03/12/2020,MT,0,0,0,0
03/13/2020,MT,0,0,0,0
03/14/2020,MT,0,0,0,0
03/15/2020,MT,6,0,0,0
03/16/2020,MT,0,0,0,0
03/17/2020,MT,4,0,0,0
03/18/2020,MT,1,0,0,0
03/19/2020,MT,3,0,0,0
03/20/2020,MT,6,0,0,0
03/21/2020,MT,6,0,0,0
03/22/2020,MT,7,0,0,0
03/23/2020,MT,3,0,0,0
03/24/2020,MT,11,0,0,0
03/25/2020,MT,17,0,0,0
03/26/2020,MT,25,0,1,0
03/27/2020,MT,31,0,0,0
03/28/2020,MT,26,0,0,0
03/29/2020,MT,26,0,1,0
03/30/2020,MT,11,0,2,0
03/31/2020,MT,19,0,1,0
04/01/2020,MT,25,0,0,0
04/02/2020,MT,16,0,0,0
04/03/2020,MT,18,0,0,0
04/04/2020,MT,19,0,1,0
04/05/2020,MT,19,0,0,0
04/06/2020,MT,20,0,0,0
04/07/2020,MT,12,0,0,0
04/08/2020,MT,20,0,0,0
04/09/2020,MT,13,0,0,0
04/10/2020,MT,0,0,0,0
04/11/2020,MT,12,0,0,0
04/12/2020,MT,17,0,0,0
04/13/2020,MT,4,0,1,0
04/14/2020,MT,6,0,0,0
04/15/2020,MT,11,0,0,0
04/16/2020,MT,7,0,1,0
04/17/2020,MT,0,0,0,0
04/18/2020,MT,4,0,2,0
04/19/2020,MT,7,0,0,0
04/20/2020,MT,4,0,2,0
04/21/2020,MT,2,0,1,0
04/22/2020,MT,3,0,1,0
04/23/2020,MT,2,0,0,0
04/24/2020,MT,0,0,0,0
04/25/2020,MT,1,0,0,0
04/26/2020,MT,4,0,0,0
04/27/2020,MT,2,0,2,0
04/28/2020,MT,0,0,-1,0
04/29/2020,MT,0,0,1,0
04/30/2020,MT,2,0,0,0
05/01/2020,MT,0,0,0,0
